,brand_name,best_price,os,memory_size,battery_size,sellers_amount,screen_size,model_names,model_specs
648,Xiaomi,2358.0,Android,16.0,4100.0,2,5.0,Redmi 4x,Pro_Max Dual
649,Xiaomi,2358.0,Android,16.0,4100.0,2,5.0,Redmi 4x,Pro_Max Dual
650,Xiaomi,2826.0,Android,64.0,4100.0,4,5.0,Redmi 4x,Pro_Max Dual
651,Xiaomi,2826.0,Android,64.0,4100.0,4,5.0,Redmi 4x,Pro_Max Dual
652,Xiaomi,2950.0,Android,32.0,3300.0,1,5.7,Redmi 5,Pro_Max Dual
653,Xiaomi,3882.0,Android,32.0,3300.0,4,5.7,Redmi 5,Pro_Max Dual
654,Xiaomi,3463.0,Android,64.0,4000.0,2,5.9,Redmi 5,Pro_Max Dual
655,Xiaomi,4265.0,Android,64.0,4000.0,4,5.9,Redmi 5,Pro_Max Dual
656,Xiaomi,2420.0,Android,16.0,3080.0,2,5.0,Redmi 5A,Pro_Max Dual
657,Xiaomi,2400.0,Android,32.0,3080.0,2,5.0,Redmi 5A,Pro_Max Dual
658,Xiaomi,2749.0,Android,32.0,3080.0,3,5.0,Redmi 5A,Pro_Max Dual
659,Xiaomi,2749.0,Android,32.0,3080.0,3,5.0,Redmi 5A,Pro_Max Dual
660,Xiaomi,2794.0,Android,32.0,3000.0,5,5.45,Redmi 6,Pro_Max Dual
661,Xiaomi,2794.0,Android,32.0,3000.0,5,5.45,Redmi 6,Pro_Max Dual
662,Xiaomi,3054.0,Android,64.0,3000.0,1,5.45,Redmi 6,Pro_Max Dual
663,Xiaomi,3193.0,Android,64.0,3000.0,2,5.45,Redmi 6,Pro_Max Dual
664,Xiaomi,3193.0,Android,64.0,3000.0,2,5.45,Redmi 6,Pro_Max Dual
665,Xiaomi,3480.0,Android,64.0,3000.0,5,5.45,Redmi 6,Pro_Max Dual
666,Xiaomi,3317.0,Android,32.0,4000.0,2,5.84,Redmi 6,Pro_Max Dual
667,Xiaomi,3627.0,Android,64.0,4000.0,3,5.84,Redmi 6,Pro_Max Dual
668,Xiaomi,3671.0,Android,64.0,4000.0,4,6.26,Redmi 7,Pro_Max Dual
669,Xiaomi,3671.0,Android,64.0,4000.0,4,6.26,Redmi 7,Pro_Max Dual
670,Xiaomi,3248.0,Android,16.0,4000.0,1,5.45,Redmi 7a,Pro_Max Dual
671,Xiaomi,3468.0,Android,32.0,4000.0,6,5.45,Redmi 7a,Pro_Max Dual
672,Xiaomi,3559.0,Android,32.0,5000.0,3,6.22,Redmi 8,Pro_Max Dual
673,Xiaomi,3840.0,Android,64.0,5000.0,31,6.22,Redmi 8,Pro_Max Dual
674,Xiaomi,3219.0,Android,32.0,5000.0,1,6.22,Redmi 8A,Pro_Max Dual
675,Xiaomi,3503.0,Android,64.0,5000.0,28,6.22,Redmi 8A,Pro_Max Dual
676,Xiaomi,4047.0,Android,32.0,5020.0,69,6.53,Redmi 9,Pro_Max Dual
677,Xiaomi,4099.0,Android,32.0,5020.0,11,6.53,Redmi 9,3/32GB_Purple NFC
678,Xiaomi,4960.0,Android,128.0,5020.0,8,6.53,Redmi 9,4/128GB_Blue NFC)
679,Xiaomi,4960.0,Android,128.0,5020.0,8,6.53,Redmi 9,4/128GB_Blue NFC)
680,Xiaomi,4822.0,Android,128.0,5020.0,3,6.53,Redmi 9,4/128GB_Green NFC)
681,Xiaomi,4822.0,Android,128.0,5020.0,3,6.53,Redmi 9,4/128GB_Green NFC)
682,Xiaomi,4861.0,Android,128.0,5020.0,14,6.53,Redmi 9,4/128GB_Grey NFC)
683,Xiaomi,4846.0,Android,128.0,5020.0,14,6.53,Redmi 9,4/128GB_Pink NFC)
684,Xiaomi,4492.0,Android,64.0,5020.0,47,6.53,Redmi 9,Pro_Max Dual
685,Xiaomi,4316.0,Android,64.0,5020.0,8,6.53,Redmi 9,4/64Gb_Pink NFC)
686,Xiaomi,5179.0,Android,128.0,5020.0,13,6.53,Redmi 9,6/128GB_Grey NFC)
687,Xiaomi,3163.0,Android,32.0,5000.0,62,6.53,Redmi 9A,Pro_Max Dual
688,Xiaomi,3490.0,Android,32.0,5000.0,36,6.53,Redmi 9C,Pro_Max Dual
689,Xiaomi,3778.0,Android,64.0,5000.0,10,6.53,Redmi 9C,Pro_Max Dual
690,Xiaomi,3484.0,Android,32.0,5000.0,29,6.53,Redmi 9C,NFC_2/32GB Gray
691,Xiaomi,4256.0,Android,64.0,5000.0,3,6.53,Redmi 9C,NFC_3/64GB Gray
692,Xiaomi,6064.0,Android,128.0,6000.0,10,6.53,Redmi 9T,Pro_Max Dual
693,Xiaomi,5495.0,Android,64.0,6000.0,2,6.53,Redmi 9T,Pro_Max Dual
694,Xiaomi,8000.0,Android,128.0,4500.0,3,6.67,Redmi K30,Pro_Max Dual
695,Xiaomi,7725.0,Android,128.0,4500.0,16,6.67,Redmi K30,Pro_Max Dual
696,Xiaomi,8577.0,Android,256.0,4500.0,7,6.67,Redmi K30,Pro_Max Dual
697,Xiaomi,14108.0,Android,128.0,4700.0,1,6.67,Redmi K30,Pro_Max Dual
698,Xiaomi,2819.0,Android,32.0,4100.0,1,5.5,Redmi Note,Pro_Max Dual
699,Xiaomi,2931.0,Android,64.0,4100.0,1,5.5,Redmi Note,Pro_Max Dual
700,Xiaomi,2931.0,Android,64.0,4100.0,1,5.5,Redmi Note,Pro_Max Dual
701,Xiaomi,2675.0,Android,32.0,4100.0,4,5.5,Redmi Note,Pro_Max Dual
702,Xiaomi,2809.0,Android,64.0,4100.0,2,5.5,Redmi Note,Pro_Max Dual
703,Xiaomi,2809.0,Android,64.0,4100.0,2,5.5,Redmi Note,Pro_Max Dual
704,Xiaomi,3320.0,Android,32.0,4000.0,2,5.9,Redmi Note,Pro_Max Dual
705,Xiaomi,3671.0,Android,32.0,4000.0,4,5.9,Redmi Note,Pro_Max Dual
706,Xiaomi,3595.0,Android,32.0,4000.0,4,5.9,Redmi Note,5_3/32GB Gold
707,Xiaomi,3451.0,Android,64.0,4000.0,5,5.99,Redmi Note,Pro_Max Dual
708,Xiaomi,3599.0,Android,32.0,4000.0,1,6.26,Redmi Note,6_Pro Blue
709,Xiaomi,5010.0,Android,64.0,4000.0,2,6.26,Redmi Note,6_Pro Blue
710,Xiaomi,5010.0,Android,64.0,4000.0,2,6.26,Redmi Note,6_Pro Rose
711,Xiaomi,4323.0,Android,64.0,4000.0,3,6.3,Redmi Note,Pro_Max Dual
712,Xiaomi,4304.0,Android,32.0,4000.0,2,6.3,Redmi Note,Pro_Max Dual
713,Xiaomi,5261.0,Android,128.0,4000.0,8,6.3,Redmi Note,Pro_Max Dual
714,Xiaomi,4888.0,Android,64.0,4000.0,11,6.3,Redmi Note,Pro_Max Dual
715,Xiaomi,5514.0,Android,128.0,4000.0,7,6.3,Redmi Note,Pro_Max Dual
716,Xiaomi,5164.0,Android,64.0,4000.0,2,6.3,Redmi Note,Pro_Max Dual
717,Xiaomi,6811.0,Android,128.0,4500.0,31,6.53,Redmi Note,8_Pro Green
718,Xiaomi,6164.0,Android,64.0,4500.0,39,6.53,Redmi Note,8_Pro Green
719,Xiaomi,6630.0,Android,128.0,4500.0,1,6.53,Redmi Note,8_Pro White
720,Xiaomi,6600.0,Android,32.0,4000.0,1,6.3,Redmi Note,Pro_Max Dual
721,Xiaomi,4899.0,Android,64.0,4000.0,1,6.3,Redmi Note,Pro_Max Dual
722,Xiaomi,4834.0,Android,64.0,5020.0,2,6.53,Redmi Note,9_3/64GB (no
723,Xiaomi,5085.0,Android,64.0,5020.0,45,6.53,Redmi Note,9_3/64GB NFC
724,Xiaomi,5648.0,Android,128.0,5020.0,49,6.53,Redmi Note,9_4/128GB NFC
725,Xiaomi,5210.0,Android,128.0,5020.0,5,6.53,Redmi Note,9_4/128GB (no
726,Xiaomi,7014.0,Android,64.0,5020.0,2,6.67,Redmi Note,9_Pro Interstellar
727,Xiaomi,7427.0,Android,128.0,5020.0,99,6.67,Redmi Note,9_Pro Grey
728,Xiaomi,6820.0,Android,64.0,5020.0,102,6.67,Redmi Note,9_Pro Green
729,Xiaomi,5754.0,Android,64.0,5020.0,30,6.67,Redmi Note,Pro_Max Dual
730,Xiaomi,6576.0,Android,128.0,5020.0,16,6.67,Redmi Note,Pro_Max Dual
731,Xiaomi,8442.0,Android,128.0,5000.0,6,6.53,Redmi Note,9T_4/128GB Black
732,Xiaomi,7682.0,Android,64.0,5000.0,10,6.53,Redmi Note,9T_4/64GB Purple
733,OPPO,10221.0,Android,128.0,4025.0,57,6.43,Reno 4,Lite_8/128GB Blue
734,OPPO,15361.0,Android,256.0,4000.0,54,6.5,Reno 4,Pro_8/256GB Night
735,OPPO,10341.0,Android,256.0,3765.0,11,6.4,Reno 6/256GB,Pro_Max Dual
736,OPPO,12535.0,Android,256.0,4000.0,20,6.5,Reno2 8/256GB,Pro_Max Dual
737,OPPO,8450.0,Android,128.0,4000.0,20,6.5,Reno2 Z,Pro_Max Dual
738,OPPO,10974.0,Android,128.0,4000.0,9,6.57,Reno4 Z,Pro_Max Dual
739,Ulefone,1697.0,Android,8.0,3000.0,3,5.5,S1 1/8GB,Pro_Max Dual
740,Ulefone,1697.0,Android,8.0,3000.0,3,5.5,S1 1/8GB,Pro_Max Dual
741,Bluboo,3032.0,Android,64.0,3500.0,2,5.5,S1 Black,Pro_Max Dual
742,Philips,1499.0,Android,8.0,2000.0,1,5.45,S260 Black,Pro_Max Dual
743,CAT,6718.0,Android,16.0,4000.0,12,4.7,S31 Black,Pro_Max Dual
744,DOOGEE,2939.0,Android,32.0,4650.0,20,5.5,S40 3/32GB,Pro_Max Dual
745,DOOGEE,2707.0,Android,16.0,4650.0,17,5.5,S40 Lite,Pro_Max Dual
746,DOOGEE,2707.0,Android,16.0,4650.0,17,5.5,S40 Lite,Pro_Max Dual
747,DOOGEE,2707.0,Android,16.0,4650.0,17,5.5,S40 Lite,Pro_Max Dual
748,DOOGEE,3590.0,Android,64.0,4650.0,10,5.45,S40 Pro,Pro_Max Dual
749,DOOGEE,3590.0,Android,64.0,4650.0,10,5.45,S40 Pro,Pro_Max Dual
750,CAT,9148.0,Android,32.0,4200.0,12,5.5,S42 Dual,Pro_Max Dual
751,Lenovo,3245.0,Android,64.0,3000.0,2,5.7,S5 4/64GB,Pro_Max Dual
752,Lenovo,4183.0,Android,64.0,3500.0,2,6.2,S5 Pro,Pro_Max Dual
753,Lenovo,3849.0,Android,64.0,3500.0,1,6.2,S5 Pro,Pro_Max Dual
754,Lenovo,3957.0,Android,64.0,3500.0,5,6.2,S5 Pro,Pro_Max Dual
755,CAT,13259.0,Android,64.0,3100.0,39,5.65,Redmi Note,Pro_Max Dual
756,DOOGEE,3527.0,Android,64.0,5500.0,8,5.5,S55 4/64GB,Pro_Max Dual
757,Philips,2872.0,Android,32.0,4000.0,17,5.45,S561 3/32GB,Pro_Max Dual
758,DOOGEE,4998.0,Android,64.0,5180.0,22,5.71,S58 Pro,Pro_Max Dual
759,CAT,10977.0,Android,32.0,3800.0,31,4.7,Redmi Note,Pro_Max Dual
760,DOOGEE,3789.0,Android,32.0,5580.0,7,5.2,S60 Lite,Pro_Max Dual
761,DOOGEE,3789.0,Android,32.0,5580.0,7,5.2,S60 Lite,Pro_Max Dual
762,CAT,25649.0,Android,64.0,4500.0,53,5.2,S61 Black,Pro_Max Dual
763,CAT,19229.0,Android,128.0,4000.0,21,5.7,S62 Pro,Pro_Max Dual
764,DOOGEE,6680.0,Android,128.0,6300.0,36,5.9,S68 Pro,Pro_Max Dual
765,DOOGEE,6514.0,Android,128.0,10000.0,13,6.3,S88 Pro,Pro_Max Dual
766,DOOGEE,5612.0,Android,128.0,5050.0,6,6.18,S90C 4/128GB,Pro_Max Dual
767,DOOGEE,5299.0,Android,64.0,5050.0,1,6.18,S90C 4/64GB,Pro_Max Dual
768,DOOGEE,5299.0,Android,64.0,5050.0,1,6.18,S90C 4/64GB,Pro_Max Dual
769,DOOGEE,5299.0,Android,64.0,5050.0,1,6.18,S90C 4/64GB,Pro_Max Dual
770,DOOGEE,8071.0,Android,64.0,5050.0,6,6.18,S90C 4/64GB,Pro_Max Dual
771,DOOGEE,8904.0,Android,128.0,5150.0,13,6.3,S95 Pro,Pro_Max Dual
772,DOOGEE,9430.0,Android,256.0,5150.0,7,6.3,S95 Pro,Pro_Max Dual
773,DOOGEE,7791.0,Android,128.0,6350.0,8,6.22,S96 Pro,Pro_Max Dual
774,DOOGEE,7842.0,Android,128.0,6350.0,5,6.22,S96 Pro,Pro_Max Dual
775,DOOGEE,7903.0,Android,128.0,6350.0,4,6.22,S96 Pro,Pro_Max Dual
776,Archos,1799.0,Android,16.0,3000.0,1,5.5,Sense 55DC,Pro_Max Dual
777,Archos,2299.0,Android,16.0,3000.0,5,5.5,Sense 55DC,Pro_Max Dual
778,Archos,2299.0,Android,16.0,3000.0,5,5.5,Sense 55DC,Pro_Max Dual
779,Archos,2299.0,Android,16.0,3000.0,5,5.5,Sense 55DC,Pro_Max Dual
780,Archos,2775.0,Android,16.0,3000.0,8,5.5,Sense 55S,Pro_Max Dual
781,Assistant,1599.0,Android,16.0,2000.0,1,5.0,Shine AS-5435,Pro_Max Dual
782,Vodafone,2142.0,Android,16.0,2960.0,2,5.5,Smart Ultra,Pro_Max Dual
783,Tecno,2999.0,Android,32.0,4000.0,3,6.52,Spark 4,KC2_3/32GB Purple
784,Tecno,2321.0,Android,32.0,4000.0,6,6.52,Spark 4,Lite_2/32GB Black
785,Tecno,3762.0,Android,128.0,5000.0,49,6.6,Spark 5,Pro_KD7 DS
786,Tecno,3583.0,Android,64.0,5000.0,51,6.6,Spark 5,Pro_KD7 DS
787,Tecno,2769.0,Android,32.0,5000.0,38,6.52,Spark 6,Go_KE5 Aqua
788,Tecno,3193.0,Android,64.0,5000.0,34,6.52,Spark 6,Go_KE5j Aqua
789,Tecno,4129.0,Android,128.0,5000.0,45,6.8,Spark 6,KE7_4/128GB Black
790,Tecno,3750.0,Android,64.0,5000.0,44,6.8,Spark 6,KE7_4/64GB Blue
791,Microsoft,44232.0,Android,256.0,3577.0,5,8.1,Surface Duo,Pro_Max Dual
792,Vernee,1949.0,Android,16.0,4080.0,1,5.5,T3 Pro,Pro_Max Dual
793,Vernee,1949.0,Android,16.0,4080.0,1,5.5,T3 Pro,Pro_Max Dual
794,Elephone,5095.0,Android,128.0,3620.0,3,5.99,U 6/128GB,Pro_Max Dual
795,HTC,5649.0,Android,64.0,3000.0,2,5.5,U11 4/64GB,Pro_Max Dual
796,HTC,5899.0,Android,64.0,3000.0,1,5.5,U11 4/64GB,Pro_Max Dual
797,HTC,19649.0,Android,256.0,5000.0,10,6.8,U20 5G,Pro_Max Dual
798,Elephone,6615.0,Android,256.0,3500.0,3,6.53,U3H 8/256GB,Pro_Max Dual
799,Elephone,6615.0,Android,256.0,3500.0,3,6.53,U3H 8/256GB,Pro_Max Dual
800,Honor,6980.0,Android,128.0,3750.0,1,5.9,V10 6/128GB,Pro_Max Dual
801,vivo,11632.0,Android,128.0,4000.0,26,6.44,V20 8/128GB,Pro_Max Dual
802,vivo,11360.0,Android,128.0,4000.0,9,6.44,V20 8/128GB,Pro_Max Dual
803,vivo,8762.0,Android,128.0,4100.0,9,6.44,V20 SE,Pro_Max Dual
804,LG,6874.0,Android,128.0,3300.0,2,6.4,V40 ThinQ,Pro_Max Dual
805,LG,9798.0,Android,128.0,4000.0,3,6.4,V50 ThinQ,5G_6/128GB Sim
806,LG,10499.0,Android,256.0,4000.0,2,6.4,V50S ThinQ,5G_8/256GB Black
807,Honor,6186.0,Android,64.0,4000.0,2,5.7,V9 6/64GB,Pro_Max Dual
808,Honor,6186.0,Android,64.0,4000.0,2,5.7,V9 6/64GB,Pro_Max Dual
809,LG,15525.0,Android,128.0,4300.0,7,6.8,Velvet 5G,LM-G900EM_6/128GB Gray
810,Oukitel,3404.0,Android,64.0,5000.0,2,5.5,WP1 4/64GB,Pro_Max Dual
811,Oukitel,4449.0,Android,64.0,10000.0,7,6.0,WP2 4/64GB,Pro_Max Dual
812,Oukitel,4433.0,Android,64.0,10000.0,3,6.0,WP2 4/64GB,Pro_Max Dual
813,Oukitel,3149.0,Android,32.0,8000.0,3,5.5,WP5 3/32GB,Pro_Max Dual
814,Oukitel,3813.0,Android,64.0,8000.0,14,5.5,WP5 Pro,Pro_Max Dual
815,Oukitel,5231.0,Android,128.0,10000.0,13,6.3,WP6 4/128GB,Pro_Max Dual
816,Oukitel,6628.0,Android,128.0,10000.0,16,6.3,WP6 6/128GB,Pro_Max Dual
817,Oukitel,9981.0,Android,128.0,8000.0,21,6.53,WP7 8/128GB,Pro_Max Dual
818,Oukitel,4897.0,Android,64.0,5000.0,11,6.49,WP8 Pro,Pro_Max Dual
819,Vernee,2823.0,Android,64.0,6200.0,2,6.0,X 4/64GB,Pro_Max Dual
820,Samsung,7130.0,Android,32.0,2800.0,33,5.0,X Cover,Pro_Max Dual
821,LG,2749.0,Android,16.0,2300.0,2,4.93,X Screen,16GB_Single White
822,Sigma mobile,9323.0,Android,128.0,9000.0,37,5.5,X-TREME PQ39,Pro_Max Dual
823,Sigma mobile,9348.0,Android,128.0,9000.0,23,5.5,X-TREME PQ39,Pro_Max Dual
824,Sigma mobile,6883.0,Android,64.0,6500.0,27,5.7,X-TREME PQ54,Pro_Max Dual
825,Sigma mobile,1036.0,KAIOS,4.0,2000.0,42,2.4,X-style S3500,Pro_Max Dual
826,Sigma mobile,2552.0,Android,8.0,5000.0,42,5.0,X-treme PQ20,Pro_Max Dual
827,Sigma mobile,2546.0,Android,8.0,5000.0,39,5.0,X-treme PQ20,Pro_Max Dual
828,Sigma mobile,2546.0,Android,8.0,5000.0,39,5.0,X-treme PQ20,Pro_Max Dual
829,Sigma mobile,2999.0,Android,8.0,5000.0,1,5.0,X-treme PQ24,Pro_Max Dual
830,Sigma mobile,2999.0,Android,8.0,5000.0,1,5.0,X-treme PQ24,Pro_Max Dual
831,Sigma mobile,4175.0,Android,16.0,5000.0,27,5.0,X-treme PQ29,Pro_Max Dual
832,Sigma mobile,4074.0,Android,16.0,5000.0,25,5.0,X-treme PQ29,Pro_Max Dual
833,Sigma mobile,4074.0,Android,16.0,5000.0,25,5.0,X-treme PQ29,Pro_Max Dual
834,Sigma mobile,4606.0,Android,32.0,5000.0,8,5.45,X-treme PQ36,Pro_Max Dual
835,Sigma mobile,4671.0,Android,32.0,5000.0,8,5.45,X-treme PQ36,Pro_Max Dual
836,Sigma mobile,7399.0,Android,32.0,9000.0,1,5.5,X-treme PQ39,Pro_Max Dual
837,Sigma mobile,3999.0,Android,32.0,3000.0,2,5.0,X-treme PQ52,Pro_Max Dual
838,Sigma mobile,4983.0,Android,16.0,5000.0,38,5.7,X-treme PQ53,Pro_Max Dual
839,Sigma mobile,6603.0,Android,32.0,6500.0,3,5.7,X-treme PQ54,Pro_Max Dual
840,Cubot,3016.0,Android,64.0,4000.0,3,5.93,X19 4/64GB,Pro_Max Dual
841,realme,10999.0,Android,128.0,4000.0,1,6.5,X2 Pro,Pro_Max Dual
842,Cubot,4265.0,Android,128.0,4000.0,4,6.3,X20 Pro,Pro_Max Dual
843,AGM,11278.0,Android,64.0,4100.0,7,5.99,X3 6/64GB,Pro_Max Dual
844,AGM,15048.0,Android,64.0,4100.0,1,5.99,X3 8/64GB,Pro_Max Dual
845,AGM,15048.0,Android,64.0,4100.0,1,5.99,X3 8/64GB,Pro_Max Dual
846,realme,9049.0,Android,128.0,4200.0,2,6.57,X50 5G,Pro_Max Dual
847,vivo,15507.0,Android,128.0,4315.0,24,6.56,X50 8/128GB,Pro_Max Dual
848,vivo,15505.0,Android,128.0,4315.0,25,6.56,X50 8/128GB,Pro_Max Dual
849,realme,14659.0,Android,128.0,4200.0,1,6.44,X50 Pro,Pro_Max Dual
850,realme,14785.0,Android,256.0,4200.0,7,6.44,X50 Pro,5G_8/256GB Red
851,vivo,24519.0,Android,256.0,4315.0,14,6.56,X50 Pro,Pro_Max Dual
852,DOOGEE,2200.0,Android,16.0,3300.0,2,5.5,X60L Matte,Pro_Max Dual
853,Nokia,7515.0,Android,128.0,3500.0,4,6.18,X7 Dual,Pro_Max Dual
854,Nokia,6916.0,Android,64.0,3500.0,6,6.18,X7 Dual,Pro_Max Dual
855,DOOGEE,1844.0,Android,16.0,3400.0,7,6.1,X90 1/16GB,Pro_Max Dual
856,DOOGEE,1967.0,Android,16.0,3400.0,4,6.1,X90 1/16GB,Pro_Max Dual
857,DOOGEE,1949.0,Android,16.0,3400.0,11,6.1,X90 1/16GB,Pro_Max Dual
858,DOOGEE,1949.0,Android,16.0,3400.0,11,6.1,X90 1/16GB,Pro_Max Dual
859,DOOGEE,2399.0,Android,16.0,3400.0,1,6.1,X90L 3/16GB,Pro_Max Dual
860,DOOGEE,2399.0,Android,16.0,3400.0,1,6.1,X90L 3/16GB,Pro_Max Dual
861,DOOGEE,2399.0,Android,16.0,3400.0,1,6.1,X90L 3/16GB,Pro_Max Dual
862,DOOGEE,2494.0,Android,16.0,4350.0,19,6.52,X95 2/16GB,Pro_Max Dual
863,DOOGEE,2517.0,Android,16.0,4350.0,28,6.52,X95 2/16GB,Pro_Max Dual
864,DOOGEE,2517.0,Android,16.0,4350.0,28,6.52,X95 2/16GB,Pro_Max Dual
865,Sony,29990.0,Android,256.0,4000.0,1,6.5,Xperia 1,II_XQ-AT51 Black
866,Sony,29990.0,Android,256.0,4000.0,1,6.5,Xperia 1,II_XQ-AT51 Black
867,Sony,34165.0,Android,256.0,4000.0,18,6.5,Xperia 1,II_XQ-AT52 Mirror
868,Sony,31426.0,Android,256.0,4000.0,20,6.5,Xperia 1,II_XQ-AT52 Purple
869,Sony,18063.0,Android,128.0,3330.0,21,6.5,Xperia 1,Pro_Max Dual
870,Sony,5599.0,Android,64.0,2870.0,1,6.0,Xperia 10,Pro_Max Dual
871,Sony,10887.0,Android,128.0,3600.0,15,6.0,Xperia 10,Pro_Max Dual
872,Sony,29990.0,Android,128.0,4000.0,1,6.1,Xperia 5,Pro_Max Dual
873,Sony,29927.0,Android,256.0,4000.0,18,6.1,Xperia 5,Pro_Max Dual
874,Sony,17475.0,Android,128.0,3140.0,21,6.1,Xperia 5,Pro_Max Dual
875,Sony,8999.0,Android,16.0,2930.0,1,6.0,Xperia C5,Ultra_Dual (Black)
876,Sony,3399.0,Android,32.0,2300.0,1,5.0,Xperia XA1,Pro_Max Dual
877,Sony,3399.0,Android,32.0,2300.0,1,5.0,Xperia XA1,Pro_Max Dual
878,Sony,5749.0,Android,64.0,2900.0,1,5.2,Xperia XZ,Pro_Max Dual
879,Sony,5199.0,Android,64.0,2900.0,1,5.2,Xperia XZ,Pro_Max Dual
880,Sony,5199.0,Android,64.0,2900.0,1,5.2,Xperia XZ,Pro_Max Dual
881,Sony,5199.0,Android,64.0,2900.0,1,5.2,Xperia XZ,Pro_Max Dual
882,Sony,2070.0,Android,16.0,2330.0,1,5.0,Xperia Z,Pro_Max Dual
883,Sony,5244.0,Android,32.0,2900.0,5,5.2,Xperia Z5,Pro_Max Dual
884,Sony,4560.0,Android,32.0,3430.0,1,5.5,Xperia Z5,Pro_Max Dual
885,LEAGOO,2684.0,Android,16.0,5000.0,2,5.72,Xrover C,Pro_Max Dual
886,vivo,3497.0,Android,32.0,5000.0,1,6.35,Y11 3/32GB,Pro_Max Dual
887,vivo,4249.0,Android,64.0,5000.0,16,6.35,Y15 4/64GB,Pro_Max Dual
888,vivo,4249.0,Android,64.0,5000.0,16,6.35,Y15 4/64GB,Pro_Max Dual
889,vivo,4356.0,Android,64.0,5000.0,6,6.35,Y15 4/64GB,Pro_Max Dual
890,vivo,4998.0,Android,128.0,5000.0,2,6.53,Y19 4/128GB,Pro_Max Dual
891,vivo,3117.0,Android,32.0,4030.0,43,6.22,Y1S 2/32GB,Pro_Max Dual
892,vivo,3080.0,Android,32.0,4030.0,47,6.22,Y1S 2/32GB,Pro_Max Dual
893,vivo,4732.0,Android,64.0,5000.0,40,6.51,Y20 4/64GB,Pro_Max Dual
894,vivo,4752.0,Android,64.0,5000.0,36,6.51,Y20 4/64GB,Pro_Max Dual
895,vivo,4481.0,Android,64.0,5000.0,7,6.47,Y30 4/64GB,Pro_Max Dual
896,vivo,4467.0,Android,64.0,5000.0,8,6.47,Y30 4/64GB,Pro_Max Dual
897,HUAWEI,2742.0,Android,16.0,3020.0,9,5.71,Y5 2019,Pro_Max Dual
898,HUAWEI,2742.0,Android,16.0,3020.0,9,5.71,Y5 2019,Pro_Max Dual
899,HUAWEI,2768.0,Android,16.0,3020.0,12,5.71,Y5 2019,Pro_Max Dual
900,HUAWEI,2598.0,Android,32.0,3020.0,10,5.45,Y5p 2/32GB,Pro_Max Dual
901,HUAWEI,3195.0,Android,32.0,3020.0,3,6.09,Y6 2019,DS_Amber (51093PMR)
902,HUAWEI,3195.0,Android,32.0,3020.0,3,6.09,Y6 2019,DS_Amber (51093PMR)
903,HUAWEI,3121.0,Android,32.0,3020.0,5,6.09,Y6 2019,Pro_Max Dual
904,HUAWEI,3121.0,Android,32.0,3020.0,5,6.09,Y6 2019,Pro_Max Dual
905,HUAWEI,2974.0,Android,32.0,3020.0,8,6.09,Y6 2019,DS_Midnight (51093PMP)
906,HUAWEI,3869.0,Android,32.0,3000.0,1,5.7,Y6 Prime,2018_3/32GB (51092MFF)
907,HUAWEI,3869.0,Android,32.0,3000.0,1,5.7,Y6 Prime,2018_3/32GB (51092MFF)
908,HUAWEI,2687.0,Android,16.0,4000.0,2,5.0,Y6 Pro,Pro_Max Dual
909,HUAWEI,3812.0,Android,64.0,5000.0,44,6.3,Y6p 3/64GB,Pro_Max Dual
910,HUAWEI,3516.0,Android,32.0,3020.0,5,6.09,Y6s 3/32GB,Pro_Max Dual
911,HUAWEI,3516.0,Android,32.0,3020.0,5,6.09,Y6s 3/32GB,Pro_Max Dual
912,HUAWEI,3496.0,Android,32.0,3020.0,5,6.09,Y6s 3/32GB,Pro_Max Dual
913,HUAWEI,3702.0,Android,32.0,4000.0,3,6.26,Y7 2019,3/32GB_Coral (51093HEW)
914,HUAWEI,3702.0,Android,32.0,4000.0,3,6.26,Y7 2019,3/32GB_Coral (51093HEW)
915,HUAWEI,4190.0,Android,32.0,3000.0,1,5.99,Y7 Prime,2018_3/32GB (51092JHA)
916,DOOGEE,3199.0,Android,64.0,4350.0,1,6.3,Y9 Plus,Pro_Max Dual
917,DOOGEE,3199.0,Android,64.0,4350.0,1,6.3,Y9 Plus,Pro_Max Dual
918,ASUS,3145.0,Android,32.0,2650.0,1,5.0,ZenFone Live,ZB501KL_Navy (ZB501KL-4A053A)
919,ASUS,5663.0,Android,64.0,3300.0,2,6.2,Zenfone 5,ZE620KL_4/64GB (ZE620KL-1A012WW)
920,ASUS,27417.0,Android,256.0,5000.0,23,6.67,Zenfone 7,Pro_ZS671KS Black
921,ASUS,21435.0,Android,128.0,5000.0,20,6.67,Zenfone 7,Pro_Max Dual
922,Apple,22320.0,iOS,128.0,3110.0,100,6.1,iPhone 11,Pro_Max Dual
923,Apple,23176.0,iOS,128.0,3110.0,37,6.1,iPhone 11,128GB_Dual Black
924,Apple,22105.0,iOS,128.0,3110.0,46,6.1,iPhone 11,128GB_Slim Black
925,Apple,25919.0,iOS,256.0,3110.0,76,6.1,iPhone 11,Pro_Max Dual
926,Apple,26090.0,iOS,256.0,3110.0,27,6.1,iPhone 11,256GB_Slim Black
927,Apple,20889.0,iOS,64.0,3110.0,93,6.1,iPhone 11,Pro_Max Dual
928,Apple,20986.0,iOS,64.0,3110.0,33,6.1,iPhone 11,64GB_Dual White
929,Apple,21228.0,iOS,64.0,3110.0,37,6.1,iPhone 11,64GB_Slim Black
